stop_id,plant_id,line_id,date,shift,stop_category,stop_cause,duration_min,maintenance_team,mttr_min,year,month
5733,USN_NORD,LN-02,2024-01-03,Après-midi,Changement de série,Changement moule,59,False,,2024,1
5734,USN_NORD,LN-02,2024-01-03,Après-midi,Qualité / Réglage,Défaut d'assemblage,15,False,,2024,1
5735,USN_NORD,LN-02,2024-01-03,Nuit,Changement de série,Changement d'outil,5,False,,2024,1
5736,USN_NORD,LN-02,2024-01-03,Nuit,Qualité / Réglage,Problème aspect surface,50,False,,2024,1
5737,USN_NORD,LN-02,2024-01-03,Nuit,Manque matière,Non-conformité lot entrant,5,False,,2024,1
5738,USN_NORD,LN-03,2024-01-03,Matin,Panne,Court-circuit armoire,52,True,52.0,2024,1
5739,USN_NORD,LN-03,2024-01-03,Après-midi,Maintenance préventive,Nettoyage système,37,True,,2024,1
5740,USN_NORD,LN-03,2024-01-03,Après-midi,Panne,Défaillance moteur,20,True,20.0,2024,1
5741,USN_NORD,LN-03,2024-01-03,Nuit,Qualité / Réglage,Problème aspect surface,5,False,,2024,1
5742,USN_NORD,LN-03,2024-01-03,Nuit,Maintenance préventive,Graissage planifié,31,True,,2024,1
5743,USN_NORD,LN-03,2024-01-03,Nuit,Qualité / Réglage,Défaut d'assemblage,5,False,,2024,1
5744,USN_NORD,LN-03,2024-01-03,Nuit,Panne,Panne automate,21,True,21.0,2024,1
5745,USN_NORD,LN-04,2024-01-03,Matin,Changement de série,Changement d'outil,51,False,,2024,1
5746,USN_NORD,LN-04,2024-01-03,Après-midi,Panne,Défaillance vérin,11,True,11.0,2024,1
5747,USN_NORD,LN-04,2024-01-03,Nuit,Arrêt organisationnel,Inventaire,41,False,,2024,1
5748,USN_NORD,LN-04,2024-01-03,Nuit,Arrêt organisationnel,Inventaire,27,False,,2024,1
5749,USN_NORD,LN-01,2024-01-04,Matin,Autre,Cause inconnue,5,False,,2024,1
5750,USN_NORD,LN-01,2024-01-04,Matin,Manque matière,Rupture matière première,10,False,,2024,1
5751,USN_NORD,LN-01,2024-01-04,Après-midi,Changement de série,Changement moule,52,False,,2024,1
5752,USN_NORD,LN-01,2024-01-04,Nuit,Arrêt organisationnel,Audit qualité,6,False,,2024,1
5753,USN_NORD,LN-02,2024-01-04,Matin,Manque matière,Retard fournisseur,35,False,,2024,1
5754,USN_NORD,LN-02,2024-01-04,Après-midi,Qualité / Réglage,Défaut d'assemblage,29,False,,2024,1
5755,USN_NORD,LN-02,2024-01-04,Après-midi,Panne,Panne capteur,5,True,5.0,2024,1
5756,USN_NORD,LN-02,2024-01-04,Après-midi,Panne,Défaillance moteur,19,True,19.0,2024,1
5757,USN_NORD,LN-02,2024-01-04,Nuit,Qualité / Réglage,Non-conformité soudure,22,False,,2024,1
5758,USN_NORD,LN-02,2024-01-04,Nuit,Changement de série,Réglage machine,36,False,,2024,1
5759,USN_NORD,LN-03,2024-01-04,Matin,Panne,Blocage mécanique,5,True,5.0,2024,1
5760,USN_NORD,LN-03,2024-01-04,Matin,Panne,Blocage mécanique,27,True,27.0,2024,1
5761,USN_NORD,LN-03,2024-01-04,Matin,Manque matière,Retard fournisseur,23,False,,2024,1
5762,USN_NORD,LN-03,2024-01-04,Après-midi,Arrêt organisationnel,Formation opérateur,5,False,,2024,1
5763,USN_NORD,LN-03,2024-01-04,Après-midi,Changement de série,Remplacement filière,45,False,,2024,1
5764,USN_NORD,LN-03,2024-01-04,Après-midi,Changement de série,Changement d'outil,7,False,,2024,1
5765,USN_NORD,LN-03,2024-01-04,Nuit,Changement de série,Ajustement paramètres,48,False,,2024,1
5766,USN_NORD,LN-04,2024-01-04,Matin,Qualité / Réglage,Défaut d'assemblage,6,False,,2024,1
5767,USN_NORD,LN-04,2024-01-04,Matin,Manque matière,Rupture composants,38,False,,2024,1
5768,USN_NORD,LN-04,2024-01-04,Matin,Panne,Panne automate,10,True,10.0,2024,1
5769,USN_NORD,LN-04,2024-01-04,Après-midi,Changement de série,Réglage machine,40,False,,2024,1
5770,USN_NORD,LN-04,2024-01-04,Après-midi,Changement de série,Ajustement paramètres,6,False,,2024,1
5771,USN_NORD,LN-04,2024-01-04,Nuit,Manque matière,Retard fournisseur,28,False,,2024,1
5772,USN_NORD,LN-01,2024-01-05,Matin,Qualité / Réglage,Problème aspect surface,13,False,,2024,1
5773,USN_NORD,LN-01,2024-01-05,Après-midi,Panne,Panne convoyeur,46,True,46.0,2024,1
5774,USN_NORD,LN-01,2024-01-05,Nuit,Qualité / Réglage,Défaut d'assemblage,35,False,,2024,1
5775,USN_NORD,LN-01,2024-01-05,Nuit,Arrêt organisationnel,Formation opérateur,22,False,,2024,1
5776,USN_NORD,LN-02,2024-01-05,Matin,Manque matière,Manque emballage,40,False,,2024,1
5777,USN_NORD,LN-02,2024-01-05,Matin,Changement de série,Changement d'outil,31,False,,2024,1
5778,USN_NORD,LN-02,2024-01-05,Après-midi,Panne,Défaillance moteur,5,True,5.0,2024,1
5779,USN_NORD,LN-02,2024-01-05,Après-midi,Autre,Cause inconnue,5,False,,2024,1
5780,USN_NORD,LN-02,2024-01-05,Après-midi,Qualité / Réglage,Problème aspect surface,9,False,,2024,1
5781,USN_NORD,LN-02,2024-01-05,Après-midi,Panne,Rupture courroie,5,True,5.0,2024,1
5782,USN_NORD,LN-02,2024-01-05,Après-midi,Maintenance préventive,Étalonnage capteurs,32,True,,2024,1
5783,USN_NORD,LN-02,2024-01-05,Nuit,Arrêt organisationnel,Nettoyage 5S,14,False,,2024,1
5784,USN_NORD,LN-02,2024-01-05,Nuit,Changement de série,Réglage machine,60,False,,2024,1
5785,USN_NORD,LN-03,2024-01-05,Matin,Panne,Blocage mécanique,21,True,21.0,2024,1
5786,USN_NORD,LN-03,2024-01-05,Matin,Manque matière,Rupture matière première,5,False,,2024,1
5787,USN_NORD,LN-03,2024-01-05,Matin,Maintenance préventive,Nettoyage système,37,True,,2024,1
5788,USN_NORD,LN-03,2024-01-05,Après-midi,Manque matière,Rupture composants,57,False,,2024,1
5789,USN_NORD,LN-03,2024-01-05,Nuit,Qualité / Réglage,Problème aspect surface,26,False,,2024,1
5790,USN_NORD,LN-03,2024-01-05,Nuit,Changement de série,Ajustement paramètres,38,False,,2024,1
5791,USN_NORD,LN-04,2024-01-05,Matin,Changement de série,Réglage machine,51,False,,2024,1
5792,USN_NORD,LN-04,2024-01-05,Après-midi,Maintenance préventive,Étalonnage capteurs,30,True,,2024,1
5793,USN_NORD,LN-04,2024-01-05,Après-midi,Panne,Panne convoyeur,5,True,5.0,2024,1
5794,USN_NORD,LN-04,2024-01-05,Après-midi,Panne,Blocage mécanique,5,True,5.0,2024,1
5795,USN_NORD,LN-04,2024-01-05,Nuit,Manque matière,Non-conformité lot entrant,67,False,,2024,1
5796,USN_NORD,LN-04,2024-01-05,Nuit,Arrêt organisationnel,Inventaire,8,False,,2024,1
5797,USN_NORD,LN-01,2024-01-08,Matin,Panne,Rupture courroie,72,True,72.0,2024,1
5798,USN_NORD,LN-01,2024-01-08,Après-midi,Panne,Panne capteur,46,True,46.0,2024,1
5799,USN_NORD,LN-01,2024-01-08,Après-midi,Qualité / Réglage,Défaut d'assemblage,7,False,,2024,1
5800,USN_NORD,LN-01,2024-01-08,Nuit,Changement de série,Ajustement paramètres,18,False,,2024,1
5801,USN_NORD,LN-01,2024-01-08,Nuit,Maintenance préventive,Graissage planifié,41,True,,2024,1
5802,USN_NORD,LN-02,2024-01-08,Matin,Manque matière,Rupture matière première,60,False,,2024,1
5803,USN_NORD,LN-02,2024-01-08,Matin,Maintenance préventive,Graissage planifié,9,True,,2024,1
5804,USN_NORD,LN-02,2024-01-08,Après-midi,Qualité / Réglage,Défaut d'assemblage,21,False,,2024,1
5805,USN_NORD,LN-02,2024-01-08,Nuit,Panne,Défaillance moteur,68,True,68.0,2024,1
5806,USN_NORD,LN-03,2024-01-08,Matin,Panne,Court-circuit armoire,8,True,8.0,2024,1
5807,USN_NORD,LN-03,2024-01-08,Matin,Manque matière,Rupture matière première,51,False,,2024,1
5808,USN_NORD,LN-03,2024-01-08,Après-midi,Panne,Court-circuit armoire,53,True,53.0,2024,1
5809,USN_NORD,LN-03,2024-01-08,Nuit,Panne,Rupture courroie,92,True,92.0,2024,1
5810,USN_NORD,LN-04,2024-01-08,Matin,Manque matière,Rupture matière première,10,False,,2024,1
5811,USN_NORD,LN-04,2024-01-08,Matin,Changement de série,Ajustement paramètres,43,False,,2024,1
5812,USN_NORD,LN-04,2024-01-08,Après-midi,Autre,Divers,11,False,,2024,1
5813,USN_NORD,LN-04,2024-01-08,Après-midi,Autre,Cause inconnue,15,False,,2024,1
5814,USN_NORD,LN-04,2024-01-08,Après-midi,Maintenance préventive,Étalonnage capteurs,23,True,,2024,1
5815,USN_NORD,LN-01,2024-01-09,Matin,Panne,Défaillance vérin,30,True,30.0,2024,1
5816,USN_NORD,LN-01,2024-01-09,Matin,Panne,Panne automate,23,True,23.0,2024,1
5817,USN_NORD,LN-01,2024-01-09,Après-midi,Maintenance préventive,Nettoyage système,24,True,,2024,1
5818,USN_NORD,LN-01,2024-01-09,Nuit,Changement de série,Changement moule,53,False,,2024,1
5819,USN_NORD,LN-01,2024-01-09,Nuit,Changement de série,Changement d'outil,6,False,,2024,1
5820,USN_NORD,LN-02,2024-01-09,Matin,Manque matière,Manque emballage,49,False,,2024,1
5821,USN_NORD,LN-02,2024-01-09,Après-midi,Maintenance préventive,Graissage planifié,47,True,,2024,1
5822,USN_NORD,LN-02,2024-01-09,Nuit,Maintenance préventive,Nettoyage système,41,True,,2024,1
5823,USN_NORD,LN-03,2024-01-09,Matin,Qualité / Réglage,Mauvais collage,24,False,,2024,1
5824,USN_NORD,LN-03,2024-01-09,Matin,Panne,Rupture courroie,48,True,48.0,2024,1
5825,USN_NORD,LN-03,2024-01-09,Après-midi,Maintenance préventive,Étalonnage capteurs,44,True,,2024,1
5826,USN_NORD,LN-03,2024-01-09,Après-midi,Maintenance préventive,Graissage planifié,23,True,,2024,1
5827,USN_NORD,LN-03,2024-01-09,Nuit,Arrêt organisationnel,Réunion équipe,14,False,,2024,1
5828,USN_NORD,LN-03,2024-01-09,Nuit,Panne,Défaillance vérin,64,True,64.0,2024,1
5829,USN_NORD,LN-04,2024-01-09,Matin,Changement de série,Changement moule,18,False,,2024,1
5830,USN_NORD,LN-04,2024-01-09,Matin,Panne,Panne automate,39,True,39.0,2024,1
5831,USN_NORD,LN-04,2024-01-09,Après-midi,Changement de série,Remplacement filière,44,False,,2024,1
5832,USN_NORD,LN-04,2024-01-09,Nuit,Qualité / Réglage,Défaut d'assemblage,18,False,,2024,1
5833,USN_NORD,LN-04,2024-01-09,Nuit,Changement de série,Remplacement filière,36,False,,2024,1
5834,USN_NORD,LN-04,2024-01-09,Nuit,Arrêt organisationnel,Réunion équipe,10,False,,2024,1
5835,USN_NORD,LN-01,2024-01-10,Matin,Manque matière,Non-conformité lot entrant,8,False,,2024,1
5836,USN_NORD,LN-01,2024-01-10,Matin,Maintenance préventive,Nettoyage système,30,True,,2024,1
5837,USN_NORD,LN-01,2024-01-10,Après-midi,Manque matière,Rupture composants,22,False,,2024,1
5838,USN_NORD,LN-02,2024-01-10,Matin,Maintenance préventive,Vérification sécurités,46,True,,2024,1
5839,USN_NORD,LN-02,2024-01-10,Matin,Maintenance préventive,Étalonnage capteurs,32,True,,2024,1
5840,USN_NORD,LN-02,2024-01-10,Après-midi,Maintenance préventive,Nettoyage système,15,True,,2024,1
5841,USN_NORD,LN-03,2024-01-10,Matin,Panne,Rupture courroie,65,True,65.0,2024,1
5842,USN_NORD,LN-03,2024-01-10,Après-midi,Panne,Fuite hydraulique,48,True,48.0,2024,1
5843,USN_NORD,LN-03,2024-01-10,Nuit,Qualité / Réglage,Défaut d'assemblage,20,False,,2024,1
5844,USN_NORD,LN-03,2024-01-10,Nuit,Changement de série,Réglage machine,42,False,,2024,1
5845,USN_NORD,LN-04,2024-01-10,Matin,Qualité / Réglage,Mauvais collage,9,False,,2024,1
5846,USN_NORD,LN-04,2024-01-10,Matin,Qualité / Réglage,Problème aspect surface,5,False,,2024,1
5847,USN_NORD,LN-04,2024-01-10,Matin,Qualité / Réglage,Mauvais collage,32,False,,2024,1
5848,USN_NORD,LN-04,2024-01-10,Matin,Changement de série,Changement moule,18,False,,2024,1
5849,USN_NORD,LN-04,2024-01-10,Après-midi,Changement de série,Remplacement filière,50,False,,2024,1
5850,USN_NORD,LN-04,2024-01-10,Après-midi,Arrêt organisationnel,Nettoyage 5S,10,False,,2024,1
5851,USN_NORD,LN-04,2024-01-10,Nuit,Maintenance préventive,Vérification sécurités,19,True,,2024,1
5852,USN_NORD,LN-04,2024-01-10,Nuit,Panne,Panne convoyeur,12,True,12.0,2024,1
5853,USN_NORD,LN-04,2024-01-10,Nuit,Panne,Blocage mécanique,39,True,39.0,2024,1
5854,USN_NORD,LN-01,2024-01-11,Matin,Autre,Divers,16,False,,2024,1
5855,USN_NORD,LN-01,2024-01-11,Après-midi,Panne,Panne capteur,58,True,58.0,2024,1
5856,USN_NORD,LN-02,2024-01-11,Matin,Changement de série,Remplacement filière,57,False,,2024,1
5857,USN_NORD,LN-02,2024-01-11,Après-midi,Changement de série,Réglage machine,50,False,,2024,1
5858,USN_NORD,LN-03,2024-01-11,Matin,Changement de série,Ajustement paramètres,37,False,,2024,1
5859,USN_NORD,LN-03,2024-01-11,Matin,Manque matière,Rupture matière première,23,False,,2024,1
5860,USN_NORD,LN-03,2024-01-11,Après-midi,Changement de série,Changement moule,21,False,,2024,1
5861,USN_NORD,LN-03,2024-01-11,Après-midi,Maintenance préventive,Étalonnage capteurs,40,True,,2024,1
5862,USN_NORD,LN-03,2024-01-11,Après-midi,Changement de série,Remplacement filière,10,False,,2024,1
5863,USN_NORD,LN-03,2024-01-11,Nuit,Panne,Panne capteur,5,True,5.0,2024,1
5864,USN_NORD,LN-03,2024-01-11,Nuit,Arrêt organisationnel,Réunion équipe,50,False,,2024,1
5865,USN_NORD,LN-03,2024-01-11,Nuit,Manque matière,Rupture matière première,22,False,,2024,1
5866,USN_NORD,LN-04,2024-01-11,Matin,Panne,Panne convoyeur,5,True,5.0,2024,1
5867,USN_NORD,LN-04,2024-01-11,Matin,Qualité / Réglage,Non-conformité soudure,13,False,,2024,1
5868,USN_NORD,LN-04,2024-01-11,Matin,Changement de série,Ajustement paramètres,19,False,,2024,1
5869,USN_NORD,LN-04,2024-01-11,Matin,Panne,Panne convoyeur,44,True,44.0,2024,1
5870,USN_NORD,LN-04,2024-01-11,Après-midi,Maintenance préventive,Remplacement filtres,30,True,,2024,1
5871,USN_NORD,LN-04,2024-01-11,Après-midi,Maintenance préventive,Étalonnage capteurs,28,True,,2024,1
5872,USN_NORD,LN-01,2024-01-12,Matin,Maintenance préventive,Vérification sécurités,48,True,,2024,1
5873,USN_NORD,LN-01,2024-01-12,Matin,Arrêt organisationnel,Réunion équipe,19,False,,2024,1
5874,USN_NORD,LN-01,2024-01-12,Après-midi,Panne,Défaillance moteur,65,True,65.0,2024,1
5875,USN_NORD,LN-01,2024-01-12,Nuit,Changement de série,Remplacement filière,55,False,,2024,1
5876,USN_NORD,LN-02,2024-01-12,Matin,Qualité / Réglage,Mauvais collage,29,False,,2024,1
5877,USN_NORD,LN-02,2024-01-12,Après-midi,Panne,Panne capteur,66,True,66.0,2024,1
5878,USN_NORD,LN-02,2024-01-12,Nuit,Manque matière,Rupture matière première,7,False,,2024,1
5879,USN_NORD,LN-02,2024-01-12,Nuit,Panne,Court-circuit armoire,49,True,49.0,2024,1
5880,USN_NORD,LN-03,2024-01-12,Matin,Changement de série,Changement moule,16,False,,2024,1
5881,USN_NORD,LN-03,2024-01-12,Matin,Autre,Cause inconnue,14,False,,2024,1
5882,USN_NORD,LN-03,2024-01-12,Matin,Changement de série,Remplacement filière,34,False,,2024,1
5883,USN_NORD,LN-03,2024-01-12,Matin,Arrêt organisationnel,Nettoyage 5S,8,False,,2024,1
5884,USN_NORD,LN-03,2024-01-12,Après-midi,Maintenance préventive,Vérification sécurités,9,True,,2024,1
5885,USN_NORD,LN-03,2024-01-12,Nuit,Maintenance préventive,Graissage planifié,54,True,,2024,1
5886,USN_NORD,LN-03,2024-01-12,Nuit,Manque matière,Manque emballage,5,False,,2024,1
5887,USN_NORD,LN-03,2024-01-12,Nuit,Changement de série,Changement moule,12,False,,2024,1
5888,USN_NORD,LN-04,2024-01-12,Matin,Panne,Court-circuit armoire,56,True,56.0,2024,1
5889,USN_NORD,LN-04,2024-01-12,Après-midi,Qualité / Réglage,Mauvais collage,17,False,,2024,1
5890,USN_NORD,LN-04,2024-01-12,Après-midi,Panne,Défaillance moteur,15,True,15.0,2024,1
5891,USN_NORD,LN-04,2024-01-12,Après-midi,Changement de série,Ajustement paramètres,26,False,,2024,1
5892,USN_NORD,LN-04,2024-01-12,Nuit,Maintenance préventive,Graissage planifié,54,True,,2024,1
5893,USN_NORD,LN-04,2024-01-12,Nuit,Panne,Défaillance moteur,22,True,22.0,2024,1
5894,USN_NORD,LN-01,2024-01-15,Matin,Changement de série,Changement moule,34,False,,2024,1
5895,USN_NORD,LN-01,2024-01-15,Matin,Qualité / Réglage,Non-conformité soudure,12,False,,2024,1
5896,USN_NORD,LN-01,2024-01-15,Après-midi,Arrêt organisationnel,Nettoyage 5S,5,False,,2024,1
5897,USN_NORD,LN-01,2024-01-15,Après-midi,Changement de série,Changement moule,46,False,,2024,1
5898,USN_NORD,LN-01,2024-01-15,Après-midi,Manque matière,Manque emballage,5,False,,2024,1
5899,USN_NORD,LN-01,2024-01-15,Nuit,Changement de série,Ajustement paramètres,42,False,,2024,1
5900,USN_NORD,LN-01,2024-01-15,Nuit,Panne,Rupture courroie,27,True,27.0,2024,1
5901,USN_NORD,LN-02,2024-01-15,Matin,Panne,Panne capteur,15,True,15.0,2024,1
5902,USN_NORD,LN-02,2024-01-15,Matin,Panne,Fuite hydraulique,57,True,57.0,2024,1
5903,USN_NORD,LN-02,2024-01-15,Après-midi,Manque matière,Retard fournisseur,13,False,,2024,1
5904,USN_NORD,LN-02,2024-01-15,Après-midi,Arrêt organisationnel,Réunion équipe,16,False,,2024,1
5905,USN_NORD,LN-02,2024-01-15,Après-midi,Panne,Court-circuit armoire,42,True,42.0,2024,1
5906,USN_NORD,LN-03,2024-01-15,Matin,Maintenance préventive,Remplacement filtres,5,True,,2024,1
5907,USN_NORD,LN-03,2024-01-15,Matin,Changement de série,Ajustement paramètres,48,False,,2024,1
5908,USN_NORD,LN-03,2024-01-15,Après-midi,Maintenance préventive,Étalonnage capteurs,26,True,,2024,1
5909,USN_NORD,LN-03,2024-01-15,Après-midi,Qualité / Réglage,Dérive dimensionnelle,5,False,,2024,1
5910,USN_NORD,LN-03,2024-01-15,Après-midi,Qualité / Réglage,Problème aspect surface,13,False,,2024,1
5911,USN_NORD,LN-03,2024-01-15,Après-midi,Changement de série,Réglage machine,30,False,,2024,1
5912,USN_NORD,LN-03,2024-01-15,Nuit,Arrêt organisationnel,Audit qualité,43,False,,2024,1
5913,USN_NORD,LN-03,2024-01-15,Nuit,Manque matière,Manque emballage,24,False,,2024,1
5914,USN_NORD,LN-04,2024-01-15,Matin,Manque matière,Rupture composants,43,False,,2024,1
5915,USN_NORD,LN-04,2024-01-15,Après-midi,Panne,Court-circuit armoire,67,True,67.0,2024,1
5916,USN_NORD,LN-04,2024-01-15,Nuit,Autre,Cause inconnue,9,False,,2024,1
5917,USN_NORD,LN-04,2024-01-15,Nuit,Panne,Blocage mécanique,66,True,66.0,2024,1
5918,USN_NORD,LN-01,2024-01-16,Matin,Maintenance préventive,Vérification sécurités,28,True,,2024,1
5919,USN_NORD,LN-01,2024-01-16,Matin,Qualité / Réglage,Non-conformité soudure,30,False,,2024,1
5920,USN_NORD,LN-01,2024-01-16,Après-midi,Panne,Blocage mécanique,9,True,9.0,2024,1
5921,USN_NORD,LN-01,2024-01-16,Nuit,Maintenance préventive,Vérification sécurités,23,True,,2024,1
5922,USN_NORD,LN-01,2024-01-16,Nuit,Panne,Panne automate,38,True,38.0,2024,1
5923,USN_NORD,LN-02,2024-01-16,Matin,Panne,Blocage mécanique,30,True,30.0,2024,1
5924,USN_NORD,LN-02,2024-01-16,Matin,Manque matière,Rupture matière première,34,False,,2024,1
5925,USN_NORD,LN-02,2024-01-16,Après-midi,Manque matière,Retard fournisseur,44,False,,2024,1
5926,USN_NORD,LN-02,2024-01-16,Après-midi,Panne,Défaillance moteur,22,True,22.0,2024,1
5927,USN_NORD,LN-03,2024-01-16,Matin,Maintenance préventive,Remplacement filtres,47,True,,2024,1
5928,USN_NORD,LN-03,2024-01-16,Matin,Qualité / Réglage,Dérive dimensionnelle,9,False,,2024,1
5929,USN_NORD,LN-03,2024-01-16,Matin,Maintenance préventive,Vérification sécurités,11,True,,2024,1
5930,USN_NORD,LN-03,2024-01-16,Après-midi,Changement de série,Changement moule,59,False,,2024,1
5931,USN_NORD,LN-04,2024-01-16,Matin,Qualité / Réglage,Non-conformité soudure,19,False,,2024,1
5932,USN_NORD,LN-04,2024-01-16,Matin,Panne,Panne capteur,38,True,38.0,2024,1
5933,USN_NORD,LN-04,2024-01-16,Après-midi,Qualité / Réglage,Problème aspect surface,31,False,,2024,1
5934,USN_NORD,LN-04,2024-01-16,Après-midi,Maintenance préventive,Remplacement filtres,31,True,,2024,1
5935,USN_NORD,LN-04,2024-01-16,Après-midi,Panne,Panne automate,7,True,7.0,2024,1
5936,USN_NORD,LN-04,2024-01-16,Nuit,Arrêt organisationnel,Formation opérateur,6,False,,2024,1
5937,USN_NORD,LN-01,2024-01-17,Matin,Changement de série,Changement d'outil,53,False,,2024,1
5938,USN_NORD,LN-01,2024-01-17,Matin,Autre,En cours d'analyse,5,False,,2024,1
5939,USN_NORD,LN-01,2024-01-17,Après-midi,Panne,Panne convoyeur,49,True,49.0,2024,1
5940,USN_NORD,LN-02,2024-01-17,Matin,Panne,Panne automate,62,True,62.0,2024,1
5941,USN_NORD,LN-02,2024-01-17,Après-midi,Panne,Court-circuit armoire,56,True,56.0,2024,1
5942,USN_NORD,LN-02,2024-01-17,Nuit,Manque matière,Non-conformité lot entrant,63,False,,2024,1
5943,USN_NORD,LN-03,2024-01-17,Matin,Qualité / Réglage,Problème aspect surface,37,False,,2024,1
5944,USN_NORD,LN-03,2024-01-17,Matin,Changement de série,Changement moule,38,False,,2024,1
5945,USN_NORD,LN-03,2024-01-17,Après-midi,Manque matière,Rupture matière première,16,False,,2024,1
5946,USN_NORD,LN-03,2024-01-17,Après-midi,Manque matière,Retard fournisseur,40,False,,2024,1
5947,USN_NORD,LN-03,2024-01-17,Après-midi,Arrêt organisationnel,Nettoyage 5S,9,False,,2024,1
5948,USN_NORD,LN-03,2024-01-17,Nuit,Changement de série,Ajustement paramètres,26,False,,2024,1
5949,USN_NORD,LN-03,2024-01-17,Nuit,Manque matière,Rupture composants,40,False,,2024,1
5950,USN_NORD,LN-04,2024-01-17,Matin,Changement de série,Changement moule,55,False,,2024,1
5951,USN_NORD,LN-04,2024-01-17,Après-midi,Autre,Cause inconnue,5,False,,2024,1
5952,USN_NORD,LN-04,2024-01-17,Après-midi,Panne,Rupture courroie,9,True,9.0,2024,1
5953,USN_NORD,LN-04,2024-01-17,Après-midi,Changement de série,Ajustement paramètres,32,False,,2024,1
5954,USN_NORD,LN-04,2024-01-17,Après-midi,Panne,Court-circuit armoire,11,True,11.0,2024,1
5955,USN_NORD,LN-04,2024-01-17,Nuit,Arrêt organisationnel,Réunion équipe,5,False,,2024,1
5956,USN_NORD,LN-01,2024-01-18,Matin,Qualité / Réglage,Dérive dimensionnelle,5,False,,2024,1
5957,USN_NORD,LN-01,2024-01-18,Matin,Maintenance préventive,Vérification sécurités,17,True,,2024,1
5958,USN_NORD,LN-01,2024-01-18,Matin,Changement de série,Ajustement paramètres,32,False,,2024,1
5959,USN_NORD,LN-01,2024-01-18,Après-midi,Maintenance préventive,Graissage planifié,41,True,,2024,1
5960,USN_NORD,LN-01,2024-01-18,Nuit,Changement de série,Remplacement filière,54,False,,2024,1
5961,USN_NORD,LN-02,2024-01-18,Matin,Manque matière,Retard fournisseur,32,False,,2024,1
5962,USN_NORD,LN-02,2024-01-18,Matin,Panne,Rupture courroie,31,True,31.0,2024,1
5963,USN_NORD,LN-02,2024-01-18,Après-midi,Panne,Panne capteur,51,True,51.0,2024,1
5964,USN_NORD,LN-02,2024-01-18,Nuit,Maintenance préventive,Nettoyage système,45,True,,2024,1
5965,USN_NORD,LN-03,2024-01-18,Matin,Panne,Blocage mécanique,70,True,70.0,2024,1
5966,USN_NORD,LN-03,2024-01-18,Après-midi,Changement de série,Changement d'outil,32,False,,2024,1
5967,USN_NORD,LN-03,2024-01-18,Après-midi,Panne,Fuite hydraulique,30,True,30.0,2024,1
5968,USN_NORD,LN-04,2024-01-18,Matin,Panne,Défaillance moteur,68,True,68.0,2024,1
5969,USN_NORD,LN-04,2024-01-18,Après-midi,Autre,Cause inconnue,20,False,,2024,1
5970,USN_NORD,LN-04,2024-01-18,Après-midi,Autre,Cause inconnue,15,False,,2024,1
5971,USN_NORD,LN-04,2024-01-18,Après-midi,Panne,Rupture courroie,5,True,5.0,2024,1
5972,USN_NORD,LN-04,2024-01-18,Après-midi,Manque matière,Rupture composants,5,False,,2024,1
5973,USN_NORD,LN-04,2024-01-18,Après-midi,Maintenance préventive,Remplacement filtres,10,True,,2024,1
5974,USN_NORD,LN-04,2024-01-18,Nuit,Arrêt organisationnel,Audit qualité,65,False,,2024,1
5975,USN_NORD,LN-01,2024-01-19,Matin,Panne,Rupture courroie,5,True,5.0,2024,1
5976,USN_NORD,LN-01,2024-01-19,Matin,Panne,Rupture courroie,47,True,47.0,2024,1
5977,USN_NORD,LN-01,2024-01-19,Après-midi,Panne,Panne capteur,29,True,29.0,2024,1
5978,USN_NORD,LN-02,2024-01-19,Matin,Panne,Rupture courroie,32,True,32.0,2024,1
5979,USN_NORD,LN-02,2024-01-19,Matin,Arrêt organisationnel,Formation opérateur,5,False,,2024,1
5980,USN_NORD,LN-02,2024-01-19,Matin,Maintenance préventive,Étalonnage capteurs,21,True,,2024,1
5981,USN_NORD,LN-02,2024-01-19,Matin,Changement de série,Ajustement paramètres,10,False,,2024,1
5982,USN_NORD,LN-02,2024-01-19,Après-midi,Manque matière,Retard fournisseur,76,False,,2024,1
5983,USN_NORD,LN-02,2024-01-19,Nuit,Qualité / Réglage,Défaut d'assemblage,22,False,,2024,1
5984,USN_NORD,LN-02,2024-01-19,Nuit,Changement de série,Remplacement filière,46,False,,2024,1
5985,USN_NORD,LN-03,2024-01-19,Matin,Panne,Court-circuit armoire,54,True,54.0,2024,1
5986,USN_NORD,LN-03,2024-01-19,Matin,Maintenance préventive,Étalonnage capteurs,6,True,,2024,1
5987,USN_NORD,LN-03,2024-01-19,Après-midi,Manque matière,Manque emballage,18,False,,2024,1
5988,USN_NORD,LN-03,2024-01-19,Après-midi,Arrêt organisationnel,Nettoyage 5S,45,False,,2024,1
5989,USN_NORD,LN-03,2024-01-19,Nuit,Arrêt organisationnel,Nettoyage 5S,12,False,,2024,1
5990,USN_NORD,LN-03,2024-01-19,Nuit,Changement de série,Changement moule,5,False,,2024,1
5991,USN_NORD,LN-03,2024-01-19,Nuit,Panne,Court-circuit armoire,47,True,47.0,2024,1
5992,USN_NORD,LN-04,2024-01-19,Matin,Panne,Défaillance vérin,53,True,53.0,2024,1
5993,USN_NORD,LN-04,2024-01-19,Après-midi,Panne,Fuite hydraulique,61,True,61.0,2024,1
5994,USN_NORD,LN-04,2024-01-19,Après-midi,Panne,Panne capteur,23,True,23.0,2024,1
