plant_id,plant_name,line_id,product_family,date,year,month,week,day_of_week,shift,planned_time_min,scheduled_stop_min,available_time_min,unplanned_stop_min,net_operating_min,availability,performance,quality,oee,ideal_cycle_time_s,ideal_output_units,actual_output_units,good_output_units,scrap_units
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-12,2023,6,24,Monday,Matin,480,27,453,61,392,0.8658,0.9028,0.9257,0.7235,15.38,1529,1380,1277,103
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-12,2023,6,24,Monday,Après-midi,480,45,435,82,353,0.8118,0.9221,0.9532,0.7135,27.46,771,710,676,34
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-12,2023,6,24,Monday,Nuit,480,43,437,69,368,0.8418,0.8836,0.9392,0.6985,37.41,590,521,489,32
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-12,2023,6,24,Monday,Matin,480,48,432,63,369,0.8546,0.8808,0.9316,0.7013,36.93,599,527,490,37
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-12,2023,6,24,Monday,Après-midi,480,33,447,61,386,0.8644,0.8743,0.9148,0.6913,28.15,822,718,656,62
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-12,2023,6,24,Monday,Nuit,480,46,434,61,373,0.8599,0.8687,0.9054,0.6763,26.59,841,730,660,70
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-12,2023,6,24,Monday,Matin,480,33,447,46,401,0.8967,0.886,0.9293,0.7383,14.65,1641,1453,1350,103
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-12,2023,6,24,Monday,Après-midi,480,32,448,59,389,0.8689,0.8911,0.9407,0.7283,16.1,1449,1291,1214,77
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-12,2023,6,24,Monday,Nuit,480,43,437,48,389,0.89,0.8536,0.939,0.7133,10.17,2295,1959,1839,120
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-13,2023,6,24,Tuesday,Matin,480,48,432,49,383,0.8865,0.8894,0.9553,0.7532,27.59,832,739,705,34
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-13,2023,6,24,Tuesday,Après-midi,480,42,438,41,397,0.9054,0.8715,0.9419,0.7432,44.99,529,461,434,27
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-13,2023,6,24,Tuesday,Nuit,480,26,454,56,398,0.8761,0.8993,0.9242,0.7282,32.3,739,664,613,51
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-13,2023,6,24,Tuesday,Matin,480,30,450,61,389,0.8655,0.8878,0.9417,0.7236,38.2,610,541,509,32
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-13,2023,6,24,Tuesday,Après-midi,480,46,434,49,385,0.8863,0.8694,0.9261,0.7136,10.07,2294,1994,1846,148
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-13,2023,6,24,Tuesday,Nuit,480,29,451,60,391,0.8672,0.878,0.9176,0.6986,39.32,596,523,479,44
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-13,2023,6,24,Tuesday,Matin,480,43,437,62,375,0.8571,0.8839,0.9259,0.7014,21.13,1064,940,870,70
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-13,2023,6,24,Tuesday,Après-midi,480,44,436,63,373,0.8553,0.8737,0.9253,0.6914,39.27,569,497,459,38
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-13,2023,6,24,Tuesday,Matin,480,38,442,56,386,0.8742,0.8863,0.953,0.7384,37.83,612,542,516,26
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-13,2023,6,24,Tuesday,Après-midi,480,41,439,68,371,0.8458,0.9174,0.9388,0.7284,41.82,532,488,458,30
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-14,2023,6,24,Wednesday,Matin,480,41,439,53,386,0.8797,0.9039,0.9473,0.7533,43.06,537,485,459,26
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-14,2023,6,24,Wednesday,Après-midi,480,38,442,61,381,0.8628,0.905,0.9519,0.7433,28.84,792,716,681,35
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-14,2023,6,24,Wednesday,Matin,480,48,432,62,370,0.857,0.8956,0.943,0.7237,40.62,546,488,460,28
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-14,2023,6,24,Wednesday,Après-midi,480,36,444,62,382,0.8598,0.8934,0.9291,0.7137,19.43,1179,1053,978,75
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-14,2023,6,24,Wednesday,Nuit,480,26,454,54,400,0.8812,0.8444,0.939,0.6987,16.61,1445,1220,1145,75
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-14,2023,6,24,Wednesday,Matin,480,29,451,75,376,0.8329,0.9067,0.9289,0.7015,27.48,821,744,691,53
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-14,2023,6,24,Wednesday,Après-midi,480,24,456,65,391,0.8571,0.8771,0.9199,0.6915,41.96,559,490,450,40
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-14,2023,6,24,Wednesday,Matin,480,27,453,55,398,0.878,0.8731,0.9634,0.7385,34.53,691,603,580,23
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-14,2023,6,24,Wednesday,Après-midi,480,46,434,48,386,0.8896,0.8633,0.9486,0.7285,39.24,590,509,482,27
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-14,2023,6,24,Wednesday,Nuit,480,25,455,56,399,0.8777,0.8823,0.9213,0.7135,29.7,805,710,654,56
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-15,2023,6,24,Thursday,Matin,480,46,434,60,374,0.8625,0.9125,0.9573,0.7534,36.65,612,558,534,24
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-15,2023,6,24,Thursday,Après-midi,480,44,436,54,382,0.8768,0.9051,0.9367,0.7434,39.84,575,520,487,33
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-15,2023,6,24,Thursday,Nuit,480,33,447,76,371,0.8299,0.9191,0.9549,0.7284,42.85,519,477,455,22
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-15,2023,6,24,Thursday,Matin,480,33,447,50,397,0.8882,0.8811,0.9248,0.7238,11.74,2029,1787,1652,135
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-15,2023,6,24,Thursday,Après-midi,480,31,449,62,387,0.8629,0.8841,0.9356,0.7138,13.05,1779,1572,1470,102
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-15,2023,6,24,Thursday,Matin,480,47,433,55,378,0.8729,0.8499,0.9457,0.7016,37.3,608,516,487,29
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-15,2023,6,24,Thursday,Après-midi,480,47,433,54,379,0.876,0.8665,0.911,0.6916,32.02,710,615,560,55
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-15,2023,6,24,Thursday,Matin,480,47,433,63,370,0.8536,0.9033,0.9579,0.7386,33.66,659,595,569,26
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-15,2023,6,24,Thursday,Après-midi,480,46,434,58,376,0.8668,0.8958,0.9382,0.7286,37.12,607,543,509,34
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-16,2023,6,24,Friday,Matin,480,38,442,45,397,0.8973,0.9015,0.9315,0.7535,14.49,1644,1482,1380,102
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-16,2023,6,24,Friday,Après-midi,480,31,449,67,382,0.8501,0.9132,0.9577,0.7435,33.47,684,624,597,27
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-16,2023,6,24,Friday,Matin,480,41,439,70,369,0.8407,0.9078,0.9485,0.7239,43.11,513,465,441,24
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-16,2023,6,24,Friday,Après-midi,480,47,433,62,371,0.8576,0.8906,0.9347,0.7139,22.49,989,880,822,58
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-16,2023,6,24,Friday,Nuit,480,47,433,65,368,0.8508,0.8902,0.9228,0.6989,9.2,2400,2136,1971,165
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-16,2023,6,24,Friday,Matin,480,38,442,61,381,0.8627,0.8687,0.9362,0.7017,42.08,543,471,440,31
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-16,2023,6,24,Friday,Après-midi,480,47,433,77,356,0.8232,0.8895,0.9446,0.6917,16.17,1320,1174,1108,66
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-16,2023,6,24,Friday,Nuit,480,46,434,82,352,0.8112,0.882,0.9458,0.6767,13.2,1599,1410,1333,77
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-16,2023,6,24,Friday,Matin,480,42,438,55,383,0.8742,0.8848,0.955,0.7387,16.81,1367,1209,1154,55
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-16,2023,6,24,Friday,Après-midi,480,48,432,52,380,0.8796,0.896,0.9246,0.7287,14.21,1604,1437,1328,109
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-16,2023,6,24,Friday,Nuit,480,26,454,59,395,0.8705,0.8596,0.9537,0.7137,34.23,692,594,566,28
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-19,2023,6,25,Monday,Matin,480,39,441,51,390,0.8845,0.908,0.9384,0.7537,40.81,573,520,487,33
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-19,2023,6,25,Monday,Après-midi,480,35,445,43,402,0.9034,0.8676,0.9488,0.7437,17.81,1354,1174,1113,61
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-19,2023,6,25,Monday,Matin,480,26,454,60,394,0.8678,0.8882,0.9394,0.7241,17.5,1351,1199,1126,73
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-19,2023,6,25,Monday,Après-midi,480,27,453,66,387,0.8542,0.8973,0.9317,0.7141,8.05,2885,2588,2411,177
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-19,2023,6,25,Monday,Nuit,480,42,438,58,380,0.8675,0.8627,0.9342,0.6991,43.86,519,447,417,30
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-19,2023,6,25,Monday,Matin,480,45,435,67,368,0.8456,0.8982,0.9241,0.7019,26.24,841,755,697,58
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-19,2023,6,25,Monday,Après-midi,480,33,447,72,375,0.8391,0.8889,0.9276,0.6919,28.2,797,708,656,52
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-19,2023,6,25,Monday,Matin,480,36,444,68,376,0.8473,0.9174,0.9506,0.7389,39.97,564,517,491,26
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-19,2023,6,25,Monday,Après-midi,480,40,440,45,395,0.8986,0.8653,0.9374,0.7289,33.42,709,613,574,39
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-20,2023,6,25,Tuesday,Matin,480,26,454,40,414,0.9114,0.8836,0.9361,0.7538,39.29,632,558,522,36
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-20,2023,6,25,Tuesday,Après-midi,480,31,449,47,402,0.8948,0.8952,0.9285,0.7438,19.79,1218,1090,1012,78
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-20,2023,6,25,Tuesday,Nuit,480,26,454,58,396,0.8728,0.884,0.9446,0.7288,14.29,1662,1469,1387,82
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-20,2023,6,25,Tuesday,Matin,480,33,447,55,392,0.8773,0.8827,0.9352,0.7242,35.08,670,591,552,39
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-20,2023,6,25,Tuesday,Après-midi,480,37,443,62,381,0.8602,0.8795,0.9441,0.7142,41.23,554,487,459,28
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-20,2023,6,25,Tuesday,Matin,480,38,442,47,395,0.8939,0.8459,0.9283,0.702,30.7,771,652,605,47
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-20,2023,6,25,Tuesday,Après-midi,480,36,444,59,385,0.8667,0.8575,0.9311,0.692,9.15,2525,2165,2015,150
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-20,2023,6,25,Tuesday,Nuit,480,28,452,64,388,0.859,0.8611,0.9153,0.677,40.92,568,489,447,42
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-20,2023,6,25,Tuesday,Matin,480,28,452,44,408,0.9023,0.866,0.9458,0.739,11.75,2084,1804,1706,98
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-20,2023,6,25,Tuesday,Après-midi,480,29,451,45,406,0.9005,0.8645,0.9364,0.729,15.03,1620,1400,1310,90
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-20,2023,6,25,Tuesday,Nuit,480,41,439,62,377,0.8592,0.8912,0.9325,0.714,35.01,646,575,536,39
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-21,2023,6,25,Wednesday,Matin,480,30,450,54,396,0.8807,0.897,0.9543,0.7539,18.42,1290,1157,1104,53
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-21,2023,6,25,Wednesday,Après-midi,480,30,450,59,391,0.8692,0.9014,0.9493,0.7439,9.84,2384,2148,2039,109
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-21,2023,6,25,Wednesday,Nuit,480,44,436,53,383,0.8775,0.8966,0.9264,0.7289,13.68,1679,1505,1394,111
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-21,2023,6,25,Wednesday,Matin,480,33,447,48,399,0.8915,0.8719,0.9318,0.7243,23.82,1004,875,815,60
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-21,2023,6,25,Wednesday,Après-midi,480,31,449,54,395,0.8789,0.8831,0.9203,0.7143,32.49,729,643,591,52
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-21,2023,6,25,Wednesday,Nuit,480,29,451,81,370,0.8198,0.9013,0.9464,0.6993,8.95,2479,2234,2114,120
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-21,2023,6,25,Wednesday,Matin,480,28,452,65,387,0.8571,0.89,0.9204,0.7021,18.8,1235,1099,1011,88
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-21,2023,6,25,Wednesday,Après-midi,480,26,454,66,388,0.8537,0.8794,0.9219,0.6921,39.22,593,521,480,41
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-21,2023,6,25,Wednesday,Nuit,480,34,446,58,388,0.8698,0.8712,0.8935,0.6771,26.1,892,777,694,83
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-21,2023,6,25,Wednesday,Matin,480,40,440,49,391,0.8893,0.8969,0.9267,0.7391,11.37,2062,1849,1713,136
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-21,2023,6,25,Wednesday,Après-midi,480,37,443,57,386,0.872,0.879,0.9511,0.7291,14.84,1560,1371,1303,68
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-21,2023,6,25,Wednesday,Nuit,480,33,447,59,388,0.8681,0.8848,0.9297,0.7141,24.49,950,840,780,60
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-22,2023,6,25,Thursday,Matin,480,30,450,57,393,0.8724,0.9133,0.9462,0.7539,25.21,935,853,807,46
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-22,2023,6,25,Thursday,Après-midi,480,29,451,63,388,0.8594,0.9134,0.9478,0.7439,17.94,1297,1184,1122,62
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-22,2023,6,25,Thursday,Matin,480,42,438,55,383,0.875,0.9016,0.9182,0.7243,32.7,702,632,580,52
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-22,2023,6,25,Thursday,Après-midi,480,26,454,60,394,0.8685,0.8947,0.9194,0.7143,20.72,1140,1019,936,83
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-22,2023,6,25,Thursday,Nuit,480,47,433,63,370,0.8536,0.8909,0.9195,0.6993,29.82,744,662,608,54
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-22,2023,6,25,Thursday,Matin,480,37,443,51,392,0.8853,0.8492,0.934,0.7021,39.11,601,510,476,34
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-22,2023,6,25,Thursday,Après-midi,480,44,436,62,374,0.8578,0.8755,0.9217,0.6921,23.49,955,836,770,66
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-22,2023,6,25,Thursday,Nuit,480,45,435,58,377,0.8666,0.8496,0.9196,0.6771,25.57,884,751,690,61
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-22,2023,6,25,Thursday,Matin,480,45,435,75,360,0.8282,0.9228,0.9671,0.7391,25.62,843,777,751,26
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-22,2023,6,25,Thursday,Après-midi,480,26,454,71,383,0.8428,0.8987,0.9627,0.7291,41.4,555,498,479,19
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-22,2023,6,25,Thursday,Nuit,480,36,444,65,379,0.8529,0.9041,0.9261,0.7141,41.32,550,497,460,37
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-23,2023,6,25,Friday,Matin,480,43,437,49,388,0.8877,0.8972,0.9468,0.754,33.07,703,630,596,34
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-23,2023,6,25,Friday,Après-midi,480,39,441,61,380,0.8619,0.8902,0.9697,0.744,12.45,1831,1629,1579,50
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-23,2023,6,25,Friday,Nuit,480,28,452,49,403,0.8917,0.8893,0.9194,0.729,44.42,544,483,444,39
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-23,2023,6,25,Friday,Matin,480,47,433,70,363,0.8372,0.9174,0.9433,0.7244,37.91,574,526,496,30
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-23,2023,6,25,Friday,Après-midi,480,27,453,61,392,0.8652,0.8921,0.9256,0.7144,23.66,993,885,819,66
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-23,2023,6,25,Friday,Nuit,480,34,446,53,393,0.8822,0.8653,0.9162,0.6994,44.9,525,454,415,39
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-23,2023,6,25,Friday,Matin,480,39,441,81,360,0.8155,0.9047,0.9518,0.7022,38.86,555,502,477,25
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-23,2023,6,25,Friday,Après-midi,480,30,450,61,389,0.8644,0.8732,0.9171,0.6922,41.7,559,488,447,41
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-23,2023,6,25,Friday,Nuit,480,26,454,79,375,0.8258,0.887,0.9246,0.6772,22.36,1006,892,824,68
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-23,2023,6,25,Friday,Matin,480,34,446,46,400,0.8973,0.8716,0.9452,0.7392,20.07,1196,1042,984,58
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-23,2023,6,25,Friday,Après-midi,480,31,449,48,401,0.892,0.8698,0.9399,0.7292,24.95,964,838,787,51
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-23,2023,6,25,Friday,Nuit,480,43,437,52,385,0.8802,0.8815,0.9206,0.7142,31.05,743,654,602,52
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-26,2023,6,26,Monday,Matin,480,37,443,47,396,0.8946,0.8866,0.951,0.7543,23.52,1009,894,850,44
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-26,2023,6,26,Monday,Après-midi,480,34,446,54,392,0.8788,0.8787,0.9638,0.7443,13.48,1744,1532,1476,56
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-26,2023,6,26,Monday,Nuit,480,42,438,51,387,0.8829,0.8766,0.9422,0.7293,42.77,542,475,447,28
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-26,2023,6,26,Monday,Matin,480,46,434,53,381,0.8787,0.8962,0.9202,0.7247,28.82,793,710,653,57
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-26,2023,6,26,Monday,Après-midi,480,26,454,51,403,0.8869,0.8465,0.9519,0.7147,18.59,1301,1101,1048,53
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-26,2023,6,26,Monday,Nuit,480,32,448,54,394,0.8797,0.8707,0.9134,0.6997,23.2,1018,886,809,77
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-26,2023,6,26,Monday,Matin,480,33,447,80,367,0.8213,0.9054,0.9446,0.7025,25.97,848,767,724,43
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-26,2023,6,26,Monday,Après-midi,480,39,441,69,372,0.8425,0.8787,0.9355,0.6925,9.39,2377,2088,1953,135
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-26,2023,6,26,Monday,Nuit,480,27,453,63,390,0.8603,0.8416,0.9357,0.6775,30.52,766,644,602,42
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-26,2023,6,26,Monday,Matin,480,41,439,46,393,0.896,0.883,0.9347,0.7395,9.43,2499,2206,2061,145
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-26,2023,6,26,Monday,Après-midi,480,45,435,72,363,0.8334,0.9003,0.9722,0.7295,20.27,1074,966,939,27
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-27,2023,6,26,Tuesday,Matin,480,42,438,56,382,0.8723,0.9119,0.9483,0.7544,42.07,544,496,470,26
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-27,2023,6,26,Tuesday,Après-midi,480,46,434,60,374,0.8627,0.876,0.985,0.7444,8.75,2564,2246,2212,34
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-27,2023,6,26,Tuesday,Nuit,480,31,449,45,404,0.8989,0.8595,0.944,0.7294,18.37,1319,1133,1069,64
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-27,2023,6,26,Tuesday,Matin,480,36,444,51,393,0.8861,0.8662,0.9443,0.7248,33.76,698,604,570,34
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-27,2023,6,26,Tuesday,Après-midi,480,26,454,63,391,0.8617,0.8934,0.9284,0.7148,40.15,584,521,483,38
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-27,2023,6,26,Tuesday,Matin,480,47,433,49,384,0.8877,0.8618,0.9184,0.7026,24.4,944,813,746,67
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-27,2023,6,26,Tuesday,Après-midi,480,44,436,63,373,0.8558,0.8822,0.9173,0.6926,17.97,1245,1098,1007,91
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-27,2023,6,26,Tuesday,Nuit,480,39,441,80,361,0.8183,0.888,0.9324,0.6776,14.95,1448,1285,1198,87
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-27,2023,6,26,Tuesday,Matin,480,29,451,49,402,0.8909,0.8827,0.9404,0.7396,38.49,626,552,519,33
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-27,2023,6,26,Tuesday,Après-midi,480,42,438,44,394,0.8987,0.8586,0.9455,0.7296,36.1,654,561,530,31
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-27,2023,6,26,Tuesday,Nuit,480,44,436,71,365,0.837,0.8879,0.9615,0.7146,27.06,809,718,690,28
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-28,2023,6,26,Wednesday,Matin,480,28,452,50,402,0.8902,0.9066,0.9348,0.7544,19.51,1236,1120,1046,74
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-28,2023,6,26,Wednesday,Après-midi,480,36,444,48,396,0.8922,0.8833,0.9447,0.7444,13.02,1825,1612,1522,90
USN_NORD,Usine Nord – Valenciennes,LN-01,Boîtiers plastique,2023-06-28,2023,6,26,Wednesday,Nuit,480,45,435,58,377,0.8671,0.891,0.9442,0.7294,9.07,2493,2221,2097,124
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-28,2023,6,26,Wednesday,Matin,480,29,451,53,398,0.8822,0.8852,0.9282,0.7248,38.82,615,544,504,40
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-28,2023,6,26,Wednesday,Après-midi,480,44,436,58,378,0.8665,0.8868,0.9302,0.7148,17.23,1316,1167,1085,82
USN_NORD,Usine Nord – Valenciennes,LN-02,Faisceaux câbles,2023-06-28,2023,6,26,Wednesday,Nuit,480,46,434,60,374,0.8615,0.8866,0.9163,0.6998,34.07,658,583,534,49
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-28,2023,6,26,Wednesday,Matin,480,31,449,61,388,0.8634,0.8613,0.9448,0.7026,38.47,605,521,492,29
USN_NORD,Usine Nord – Valenciennes,LN-03,Connecteurs,2023-06-28,2023,6,26,Wednesday,Après-midi,480,36,444,59,385,0.8677,0.8766,0.9106,0.6926,31.51,733,642,584,58
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-28,2023,6,26,Wednesday,Matin,480,25,455,54,401,0.881,0.8964,0.9366,0.7396,21.78,1104,989,926,63
USN_NORD,Usine Nord – Valenciennes,LN-04,Modules électroniques,2023-06-28,2023,6,26,Wednesday,Après-midi,480,38,442,55,387,0.8751,0.884,0.9432,0.7296,14.57,1593,1408,1328,80
