defect_id,plant_id,line_id,product_family,date,shift,defect_type,quantity_defect,quantity_rework,quantity_scrap,year,month
1066,USN_NORD,LN-04,Modules électroniques,2023-02-24,Après-midi,Fissure,22,8,14,2023,2
1067,USN_NORD,LN-04,Modules électroniques,2023-02-24,Après-midi,Défaut aspect,27,11,16,2023,2
1068,USN_NORD,LN-01,Boîtiers plastique,2023-02-27,Matin,Soudure défectueuse,54,20,34,2023,2
1069,USN_NORD,LN-01,Boîtiers plastique,2023-02-27,Matin,Mauvais assemblage,49,11,38,2023,2
1070,USN_NORD,LN-01,Boîtiers plastique,2023-02-27,Après-midi,Défaut électrique,11,3,8,2023,2
1071,USN_NORD,LN-01,Boîtiers plastique,2023-02-27,Après-midi,Défaut électrique,7,1,6,2023,2
1072,USN_NORD,LN-01,Boîtiers plastique,2023-02-27,Après-midi,Manque composant,11,0,11,2023,2
1073,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Matin,Dimension hors tolérance,30,10,20,2023,2
1074,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Matin,Soudure défectueuse,40,4,36,2023,2
1075,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Matin,Défaut aspect,32,13,19,2023,2
1076,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Après-midi,Défaut aspect,15,0,15,2023,2
1077,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Après-midi,Mauvais marquage,10,2,8,2023,2
1078,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Après-midi,Défaut électrique,12,3,9,2023,2
1079,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Après-midi,Inclusion / Corps étranger,15,3,12,2023,2
1080,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Nuit,Inclusion / Corps étranger,17,1,16,2023,2
1081,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Nuit,Soudure défectueuse,20,1,19,2023,2
1082,USN_NORD,LN-02,Faisceaux câbles,2023-02-27,Nuit,Inclusion / Corps étranger,23,1,22,2023,2
1083,USN_NORD,LN-03,Connecteurs,2023-02-27,Matin,Soudure défectueuse,19,5,14,2023,2
1084,USN_NORD,LN-03,Connecteurs,2023-02-27,Matin,Défaut électrique,23,9,14,2023,2
1085,USN_NORD,LN-03,Connecteurs,2023-02-27,Matin,Soudure défectueuse,17,4,13,2023,2
1086,USN_NORD,LN-03,Connecteurs,2023-02-27,Après-midi,Défaut aspect,19,0,19,2023,2
1087,USN_NORD,LN-03,Connecteurs,2023-02-27,Après-midi,Mauvais marquage,12,3,9,2023,2
1088,USN_NORD,LN-03,Connecteurs,2023-02-27,Après-midi,Mauvais marquage,18,0,18,2023,2
1089,USN_NORD,LN-03,Connecteurs,2023-02-27,Nuit,Soudure défectueuse,12,3,9,2023,2
1090,USN_NORD,LN-03,Connecteurs,2023-02-27,Nuit,Fissure,5,0,5,2023,2
1091,USN_NORD,LN-03,Connecteurs,2023-02-27,Nuit,Mauvais marquage,12,1,11,2023,2
1092,USN_NORD,LN-03,Connecteurs,2023-02-27,Nuit,Soudure défectueuse,21,0,21,2023,2
1093,USN_NORD,LN-04,Modules électroniques,2023-02-27,Matin,Inclusion / Corps étranger,27,1,26,2023,2
1094,USN_NORD,LN-04,Modules électroniques,2023-02-27,Matin,Manque composant,24,4,20,2023,2
1095,USN_NORD,LN-04,Modules électroniques,2023-02-27,Après-midi,Dimension hors tolérance,8,1,7,2023,2
1096,USN_NORD,LN-04,Modules électroniques,2023-02-27,Après-midi,Défaut électrique,11,0,11,2023,2
1097,USN_NORD,LN-04,Modules électroniques,2023-02-27,Après-midi,Mauvais assemblage,7,0,7,2023,2
1098,USN_NORD,LN-04,Modules électroniques,2023-02-27,Après-midi,Défaut électrique,4,1,3,2023,2
1099,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Matin,Mauvais marquage,14,3,11,2023,2
1100,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Matin,Dimension hors tolérance,19,1,18,2023,2
1101,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Après-midi,Mauvais assemblage,33,12,21,2023,2
1102,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Nuit,Défaut aspect,20,0,20,2023,2
1103,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Nuit,Inclusion / Corps étranger,26,8,18,2023,2
1104,USN_NORD,LN-01,Boîtiers plastique,2023-02-28,Nuit,Mauvais marquage,13,2,11,2023,2
1105,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Matin,Inclusion / Corps étranger,30,1,29,2023,2
1106,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Matin,Mauvais assemblage,28,5,23,2023,2
1107,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Matin,Défaut électrique,32,10,22,2023,2
1108,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Matin,Défaut aspect,34,10,24,2023,2
1109,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Après-midi,Défaut électrique,36,15,21,2023,2
1110,USN_NORD,LN-02,Faisceaux câbles,2023-02-28,Nuit,Mauvais assemblage,41,3,38,2023,2
1111,USN_NORD,LN-03,Connecteurs,2023-02-28,Matin,Soudure défectueuse,78,10,68,2023,2
1112,USN_NORD,LN-03,Connecteurs,2023-02-28,Après-midi,Manque composant,35,10,25,2023,2
1113,USN_NORD,LN-03,Connecteurs,2023-02-28,Après-midi,Fissure,35,11,24,2023,2
1114,USN_NORD,LN-03,Connecteurs,2023-02-28,Après-midi,Dimension hors tolérance,33,2,31,2023,2
1115,USN_NORD,LN-03,Connecteurs,2023-02-28,Après-midi,Défaut électrique,30,3,27,2023,2
1116,USN_NORD,LN-03,Connecteurs,2023-02-28,Nuit,Fissure,12,5,7,2023,2
1117,USN_NORD,LN-03,Connecteurs,2023-02-28,Nuit,Mauvais assemblage,15,3,12,2023,2
1118,USN_NORD,LN-04,Modules électroniques,2023-02-28,Matin,Soudure défectueuse,5,1,4,2023,2
1119,USN_NORD,LN-04,Modules électroniques,2023-02-28,Matin,Fissure,7,1,6,2023,2
1120,USN_NORD,LN-04,Modules électroniques,2023-02-28,Matin,Manque composant,12,1,11,2023,2
1121,USN_NORD,LN-04,Modules électroniques,2023-02-28,Matin,Défaut électrique,10,2,8,2023,2
1122,USN_NORD,LN-04,Modules électroniques,2023-02-28,Après-midi,Défaut aspect,67,8,59,2023,2
1123,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Matin,Manque composant,15,0,15,2023,3
1124,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Matin,Défaut électrique,15,3,12,2023,3
1125,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Matin,Manque composant,11,4,7,2023,3
1126,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Après-midi,Mauvais assemblage,38,0,38,2023,3
1127,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Après-midi,Soudure défectueuse,40,10,30,2023,3
1128,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Après-midi,Mauvais marquage,43,13,30,2023,3
1129,USN_NORD,LN-01,Boîtiers plastique,2023-03-01,Nuit,Mauvais marquage,42,8,34,2023,3
1130,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Matin,Manque composant,4,0,4,2023,3
1131,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Matin,Inclusion / Corps étranger,9,0,9,2023,3
1132,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Matin,Inclusion / Corps étranger,9,1,8,2023,3
1133,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Après-midi,Fissure,9,3,6,2023,3
1134,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Après-midi,Fissure,11,2,9,2023,3
1135,USN_NORD,LN-02,Faisceaux câbles,2023-03-01,Après-midi,Défaut aspect,9,2,7,2023,3
1136,USN_NORD,LN-03,Connecteurs,2023-03-01,Matin,Dimension hors tolérance,12,2,10,2023,3
1137,USN_NORD,LN-03,Connecteurs,2023-03-01,Matin,Manque composant,6,0,6,2023,3
1138,USN_NORD,LN-03,Connecteurs,2023-03-01,Matin,Fissure,11,2,9,2023,3
1139,USN_NORD,LN-03,Connecteurs,2023-03-01,Matin,Soudure défectueuse,8,3,5,2023,3
1140,USN_NORD,LN-03,Connecteurs,2023-03-01,Après-midi,Soudure défectueuse,21,0,21,2023,3
1141,USN_NORD,LN-03,Connecteurs,2023-03-01,Après-midi,Mauvais assemblage,20,4,16,2023,3
1142,USN_NORD,LN-03,Connecteurs,2023-03-01,Après-midi,Soudure défectueuse,16,3,13,2023,3
1143,USN_NORD,LN-03,Connecteurs,2023-03-01,Nuit,Inclusion / Corps étranger,22,1,21,2023,3
1144,USN_NORD,LN-03,Connecteurs,2023-03-01,Nuit,Mauvais marquage,20,8,12,2023,3
1145,USN_NORD,LN-03,Connecteurs,2023-03-01,Nuit,Mauvais marquage,24,4,20,2023,3
1146,USN_NORD,LN-04,Modules électroniques,2023-03-01,Matin,Mauvais assemblage,8,3,5,2023,3
1147,USN_NORD,LN-04,Modules électroniques,2023-03-01,Matin,Dimension hors tolérance,22,1,21,2023,3
1148,USN_NORD,LN-04,Modules électroniques,2023-03-01,Matin,Mauvais assemblage,9,2,7,2023,3
1149,USN_NORD,LN-04,Modules électroniques,2023-03-01,Matin,Soudure défectueuse,17,7,10,2023,3
1150,USN_NORD,LN-04,Modules électroniques,2023-03-01,Après-midi,Dimension hors tolérance,38,2,36,2023,3
1151,USN_NORD,LN-04,Modules électroniques,2023-03-01,Nuit,Soudure défectueuse,25,10,15,2023,3
1152,USN_NORD,LN-01,Boîtiers plastique,2023-03-02,Matin,Mauvais assemblage,12,1,11,2023,3
1153,USN_NORD,LN-01,Boîtiers plastique,2023-03-02,Matin,Inclusion / Corps étranger,11,3,8,2023,3
1154,USN_NORD,LN-01,Boîtiers plastique,2023-03-02,Après-midi,Défaut aspect,85,12,73,2023,3
1155,USN_NORD,LN-01,Boîtiers plastique,2023-03-02,Nuit,Défaut aspect,72,4,68,2023,3
1156,USN_NORD,LN-01,Boîtiers plastique,2023-03-02,Nuit,Inclusion / Corps étranger,75,29,46,2023,3
1157,USN_NORD,LN-02,Faisceaux câbles,2023-03-02,Matin,Dimension hors tolérance,43,14,29,2023,3
1158,USN_NORD,LN-02,Faisceaux câbles,2023-03-02,Après-midi,Fissure,22,0,22,2023,3
1159,USN_NORD,LN-02,Faisceaux câbles,2023-03-02,Après-midi,Soudure défectueuse,35,1,34,2023,3
1160,USN_NORD,LN-02,Faisceaux câbles,2023-03-02,Nuit,Soudure défectueuse,20,3,17,2023,3
1161,USN_NORD,LN-02,Faisceaux câbles,2023-03-02,Nuit,Défaut aspect,17,0,17,2023,3
1162,USN_NORD,LN-03,Connecteurs,2023-03-02,Matin,Défaut aspect,9,3,6,2023,3
1163,USN_NORD,LN-03,Connecteurs,2023-03-02,Matin,Défaut aspect,12,3,9,2023,3
1164,USN_NORD,LN-03,Connecteurs,2023-03-02,Matin,Mauvais marquage,10,0,10,2023,3
1165,USN_NORD,LN-03,Connecteurs,2023-03-02,Après-midi,Manque composant,25,0,25,2023,3
1166,USN_NORD,LN-03,Connecteurs,2023-03-02,Après-midi,Défaut électrique,24,6,18,2023,3
1167,USN_NORD,LN-03,Connecteurs,2023-03-02,Après-midi,Inclusion / Corps étranger,27,10,17,2023,3
1168,USN_NORD,LN-03,Connecteurs,2023-03-02,Après-midi,Défaut aspect,31,11,20,2023,3
1169,USN_NORD,LN-03,Connecteurs,2023-03-02,Nuit,Mauvais marquage,23,0,23,2023,3
1170,USN_NORD,LN-03,Connecteurs,2023-03-02,Nuit,Dimension hors tolérance,12,4,8,2023,3
1171,USN_NORD,LN-03,Connecteurs,2023-03-02,Nuit,Mauvais assemblage,25,0,25,2023,3
1172,USN_NORD,LN-03,Connecteurs,2023-03-02,Nuit,Mauvais assemblage,24,9,15,2023,3
1173,USN_NORD,LN-04,Modules électroniques,2023-03-02,Matin,Mauvais marquage,14,5,9,2023,3
1174,USN_NORD,LN-04,Modules électroniques,2023-03-02,Matin,Fissure,20,8,12,2023,3
1175,USN_NORD,LN-04,Modules électroniques,2023-03-02,Après-midi,Mauvais marquage,15,2,13,2023,3
1176,USN_NORD,LN-04,Modules électroniques,2023-03-02,Après-midi,Mauvais marquage,17,1,16,2023,3
1177,USN_NORD,LN-04,Modules électroniques,2023-03-02,Après-midi,Soudure défectueuse,13,0,13,2023,3
1178,USN_NORD,LN-04,Modules électroniques,2023-03-02,Après-midi,Soudure défectueuse,12,4,8,2023,3
1179,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Matin,Inclusion / Corps étranger,11,2,9,2023,3
1180,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Matin,Mauvais marquage,13,4,9,2023,3
1181,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Matin,Soudure défectueuse,11,3,8,2023,3
1182,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Après-midi,Défaut aspect,97,4,93,2023,3
1183,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Nuit,Inclusion / Corps étranger,8,2,6,2023,3
1184,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Nuit,Mauvais assemblage,2,0,2,2023,3
1185,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Nuit,Mauvais assemblage,17,4,13,2023,3
1186,USN_NORD,LN-01,Boîtiers plastique,2023-03-03,Nuit,Inclusion / Corps étranger,13,4,9,2023,3
1187,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Matin,Soudure défectueuse,51,1,50,2023,3
1188,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Après-midi,Soudure défectueuse,29,1,28,2023,3
1189,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Après-midi,Mauvais assemblage,25,2,23,2023,3
1190,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Après-midi,Manque composant,22,8,14,2023,3
1191,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Nuit,Mauvais assemblage,19,6,13,2023,3
1192,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Nuit,Mauvais marquage,8,0,8,2023,3
1193,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Nuit,Mauvais assemblage,10,1,9,2023,3
1194,USN_NORD,LN-02,Faisceaux câbles,2023-03-03,Nuit,Dimension hors tolérance,18,1,17,2023,3
1195,USN_NORD,LN-03,Connecteurs,2023-03-03,Matin,Inclusion / Corps étranger,170,57,113,2023,3
1196,USN_NORD,LN-03,Connecteurs,2023-03-03,Après-midi,Soudure défectueuse,43,15,28,2023,3
1197,USN_NORD,LN-03,Connecteurs,2023-03-03,Nuit,Manque composant,11,1,10,2023,3
1198,USN_NORD,LN-03,Connecteurs,2023-03-03,Nuit,Mauvais assemblage,12,4,8,2023,3
1199,USN_NORD,LN-04,Modules électroniques,2023-03-03,Matin,Manque composant,17,0,17,2023,3
1200,USN_NORD,LN-04,Modules électroniques,2023-03-03,Matin,Défaut aspect,16,6,10,2023,3
1201,USN_NORD,LN-04,Modules électroniques,2023-03-03,Matin,Défaut aspect,14,5,9,2023,3
1202,USN_NORD,LN-04,Modules électroniques,2023-03-03,Matin,Fissure,16,0,16,2023,3
1203,USN_NORD,LN-04,Modules électroniques,2023-03-03,Après-midi,Dimension hors tolérance,4,0,4,2023,3
1204,USN_NORD,LN-04,Modules électroniques,2023-03-03,Après-midi,Défaut électrique,5,0,5,2023,3
1205,USN_NORD,LN-04,Modules électroniques,2023-03-03,Après-midi,Soudure défectueuse,2,0,2,2023,3
1206,USN_NORD,LN-04,Modules électroniques,2023-03-03,Après-midi,Dimension hors tolérance,9,0,9,2023,3
1207,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Matin,Défaut électrique,70,26,44,2023,3
1208,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Après-midi,Dimension hors tolérance,20,8,12,2023,3
1209,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Après-midi,Dimension hors tolérance,18,3,15,2023,3
1210,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Nuit,Mauvais marquage,22,5,17,2023,3
1211,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Nuit,Mauvais marquage,24,7,17,2023,3
1212,USN_NORD,LN-01,Boîtiers plastique,2023-03-06,Nuit,Mauvais assemblage,28,1,27,2023,3
1213,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Matin,Fissure,45,16,29,2023,3
1214,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Matin,Inclusion / Corps étranger,55,0,55,2023,3
1215,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Matin,Soudure défectueuse,52,9,43,2023,3
1216,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Matin,Inclusion / Corps étranger,44,2,42,2023,3
1217,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Après-midi,Manque composant,32,8,24,2023,3
1218,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Après-midi,Manque composant,36,7,29,2023,3
1219,USN_NORD,LN-02,Faisceaux câbles,2023-03-06,Après-midi,Fissure,22,9,13,2023,3
1220,USN_NORD,LN-03,Connecteurs,2023-03-06,Matin,Manque composant,17,4,13,2023,3
1221,USN_NORD,LN-03,Connecteurs,2023-03-06,Matin,Inclusion / Corps étranger,30,4,26,2023,3
1222,USN_NORD,LN-03,Connecteurs,2023-03-06,Matin,Dimension hors tolérance,27,8,19,2023,3
1223,USN_NORD,LN-03,Connecteurs,2023-03-06,Après-midi,Inclusion / Corps étranger,10,3,7,2023,3
1224,USN_NORD,LN-03,Connecteurs,2023-03-06,Après-midi,Soudure défectueuse,15,5,10,2023,3
1225,USN_NORD,LN-03,Connecteurs,2023-03-06,Après-midi,Soudure défectueuse,7,2,5,2023,3
1226,USN_NORD,LN-04,Modules électroniques,2023-03-06,Matin,Fissure,7,2,5,2023,3
1227,USN_NORD,LN-04,Modules électroniques,2023-03-06,Matin,Inclusion / Corps étranger,5,0,5,2023,3
1228,USN_NORD,LN-04,Modules électroniques,2023-03-06,Matin,Fissure,12,3,9,2023,3
1229,USN_NORD,LN-04,Modules électroniques,2023-03-06,Après-midi,Fissure,11,4,7,2023,3
1230,USN_NORD,LN-04,Modules électroniques,2023-03-06,Après-midi,Fissure,10,3,7,2023,3
1231,USN_NORD,LN-04,Modules électroniques,2023-03-06,Après-midi,Soudure défectueuse,15,4,11,2023,3
1232,USN_NORD,LN-04,Modules électroniques,2023-03-06,Nuit,Soudure défectueuse,13,2,11,2023,3
1233,USN_NORD,LN-04,Modules électroniques,2023-03-06,Nuit,Défaut électrique,17,1,16,2023,3
1234,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Matin,Défaut aspect,38,1,37,2023,3
1235,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Matin,Défaut électrique,47,0,47,2023,3
1236,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Matin,Manque composant,64,4,60,2023,3
1237,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Après-midi,Dimension hors tolérance,6,0,6,2023,3
1238,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Après-midi,Soudure défectueuse,7,2,5,2023,3
1239,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Après-midi,Défaut aspect,18,5,13,2023,3
1240,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Nuit,Mauvais marquage,15,4,11,2023,3
1241,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Nuit,Fissure,10,4,6,2023,3
1242,USN_NORD,LN-01,Boîtiers plastique,2023-03-07,Nuit,Dimension hors tolérance,13,2,11,2023,3
1243,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Matin,Défaut électrique,22,2,20,2023,3
1244,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Matin,Mauvais marquage,21,0,21,2023,3
1245,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Matin,Défaut électrique,27,3,24,2023,3
1246,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Matin,Fissure,22,7,15,2023,3
1247,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Après-midi,Défaut aspect,36,7,29,2023,3
1248,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Après-midi,Soudure défectueuse,24,7,17,2023,3
1249,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Après-midi,Dimension hors tolérance,34,10,24,2023,3
1250,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Nuit,Défaut électrique,27,9,18,2023,3
1251,USN_NORD,LN-02,Faisceaux câbles,2023-03-07,Nuit,Défaut aspect,19,1,18,2023,3
1252,USN_NORD,LN-03,Connecteurs,2023-03-07,Matin,Défaut électrique,37,5,32,2023,3
1253,USN_NORD,LN-03,Connecteurs,2023-03-07,Matin,Défaut aspect,41,7,34,2023,3
1254,USN_NORD,LN-03,Connecteurs,2023-03-07,Matin,Fissure,43,18,25,2023,3
1255,USN_NORD,LN-03,Connecteurs,2023-03-07,Après-midi,Manque composant,89,34,55,2023,3
1256,USN_NORD,LN-03,Connecteurs,2023-03-07,Nuit,Mauvais assemblage,21,4,17,2023,3
1257,USN_NORD,LN-03,Connecteurs,2023-03-07,Nuit,Soudure défectueuse,11,4,7,2023,3
1258,USN_NORD,LN-03,Connecteurs,2023-03-07,Nuit,Défaut aspect,24,7,17,2023,3
1259,USN_NORD,LN-03,Connecteurs,2023-03-07,Nuit,Soudure défectueuse,11,3,8,2023,3
1260,USN_NORD,LN-04,Modules électroniques,2023-03-07,Matin,Inclusion / Corps étranger,37,4,33,2023,3
1261,USN_NORD,LN-04,Modules électroniques,2023-03-07,Après-midi,Fissure,38,6,32,2023,3
1262,USN_NORD,LN-04,Modules électroniques,2023-03-07,Après-midi,Inclusion / Corps étranger,32,13,19,2023,3
1263,USN_NORD,LN-04,Modules électroniques,2023-03-07,Après-midi,Mauvais assemblage,30,6,24,2023,3
1264,USN_NORD,LN-04,Modules électroniques,2023-03-07,Nuit,Défaut aspect,18,3,15,2023,3
1265,USN_NORD,LN-04,Modules électroniques,2023-03-07,Nuit,Soudure défectueuse,21,7,14,2023,3
1266,USN_NORD,LN-04,Modules électroniques,2023-03-07,Nuit,Mauvais assemblage,13,1,12,2023,3
1267,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Matin,Défaut aspect,22,2,20,2023,3
1268,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Matin,Inclusion / Corps étranger,27,8,19,2023,3
1269,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Après-midi,Défaut aspect,16,3,13,2023,3
1270,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Après-midi,Défaut électrique,18,3,15,2023,3
1271,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Nuit,Dimension hors tolérance,47,7,40,2023,3
1272,USN_NORD,LN-01,Boîtiers plastique,2023-03-08,Nuit,Défaut aspect,51,12,39,2023,3
1273,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Matin,Soudure défectueuse,16,2,14,2023,3
1274,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Matin,Manque composant,13,4,9,2023,3
1275,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Matin,Inclusion / Corps étranger,14,0,14,2023,3
1276,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Après-midi,Défaut aspect,9,2,7,2023,3
1277,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Après-midi,Soudure défectueuse,11,1,10,2023,3
1278,USN_NORD,LN-02,Faisceaux câbles,2023-03-08,Après-midi,Fissure,13,1,12,2023,3
1279,USN_NORD,LN-03,Connecteurs,2023-03-08,Matin,Manque composant,26,5,21,2023,3
1280,USN_NORD,LN-03,Connecteurs,2023-03-08,Matin,Soudure défectueuse,19,0,19,2023,3
1281,USN_NORD,LN-03,Connecteurs,2023-03-08,Après-midi,Inclusion / Corps étranger,9,3,6,2023,3
1282,USN_NORD,LN-03,Connecteurs,2023-03-08,Après-midi,Mauvais assemblage,7,0,7,2023,3
1283,USN_NORD,LN-03,Connecteurs,2023-03-08,Après-midi,Manque composant,6,0,6,2023,3
1284,USN_NORD,LN-03,Connecteurs,2023-03-08,Après-midi,Soudure défectueuse,5,1,4,2023,3
1285,USN_NORD,LN-03,Connecteurs,2023-03-08,Nuit,Soudure défectueuse,20,0,20,2023,3
1286,USN_NORD,LN-03,Connecteurs,2023-03-08,Nuit,Défaut électrique,25,0,25,2023,3
1287,USN_NORD,LN-04,Modules électroniques,2023-03-08,Matin,Manque composant,26,3,23,2023,3
1288,USN_NORD,LN-04,Modules électroniques,2023-03-08,Matin,Mauvais assemblage,19,1,18,2023,3
1289,USN_NORD,LN-04,Modules électroniques,2023-03-08,Après-midi,Fissure,12,1,11,2023,3
1290,USN_NORD,LN-04,Modules électroniques,2023-03-08,Après-midi,Mauvais marquage,14,5,9,2023,3
1291,USN_NORD,LN-04,Modules électroniques,2023-03-08,Après-midi,Fissure,8,3,5,2023,3
1292,USN_NORD,LN-04,Modules électroniques,2023-03-08,Après-midi,Défaut aspect,11,4,7,2023,3
1293,USN_NORD,LN-01,Boîtiers plastique,2023-03-09,Matin,Défaut électrique,21,4,17,2023,3
1294,USN_NORD,LN-01,Boîtiers plastique,2023-03-09,Matin,Mauvais marquage,18,4,14,2023,3
1295,USN_NORD,LN-01,Boîtiers plastique,2023-03-09,Après-midi,Inclusion / Corps étranger,28,3,25,2023,3
1296,USN_NORD,LN-01,Boîtiers plastique,2023-03-09,Après-midi,Défaut électrique,24,4,20,2023,3
1297,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Matin,Soudure défectueuse,22,4,18,2023,3
1298,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Matin,Mauvais assemblage,16,7,9,2023,3
1299,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Matin,Soudure défectueuse,29,0,29,2023,3
1300,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Après-midi,Mauvais assemblage,31,8,23,2023,3
1301,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Après-midi,Mauvais marquage,28,2,26,2023,3
1302,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Après-midi,Manque composant,51,19,32,2023,3
1303,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Après-midi,Soudure défectueuse,33,7,26,2023,3
1304,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Nuit,Dimension hors tolérance,10,2,8,2023,3
1305,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Nuit,Inclusion / Corps étranger,11,2,9,2023,3
1306,USN_NORD,LN-02,Faisceaux câbles,2023-03-09,Nuit,Mauvais marquage,7,0,7,2023,3
1307,USN_NORD,LN-03,Connecteurs,2023-03-09,Matin,Manque composant,57,7,50,2023,3
1308,USN_NORD,LN-03,Connecteurs,2023-03-09,Après-midi,Inclusion / Corps étranger,20,3,17,2023,3
1309,USN_NORD,LN-03,Connecteurs,2023-03-09,Après-midi,Défaut électrique,15,5,10,2023,3
1310,USN_NORD,LN-03,Connecteurs,2023-03-09,Après-midi,Manque composant,11,4,7,2023,3
1311,USN_NORD,LN-03,Connecteurs,2023-03-09,Après-midi,Manque composant,20,4,16,2023,3
1312,USN_NORD,LN-03,Connecteurs,2023-03-09,Nuit,Mauvais marquage,34,1,33,2023,3
1313,USN_NORD,LN-04,Modules électroniques,2023-03-09,Matin,Fissure,12,1,11,2023,3
1314,USN_NORD,LN-04,Modules électroniques,2023-03-09,Matin,Mauvais assemblage,9,0,9,2023,3
1315,USN_NORD,LN-04,Modules électroniques,2023-03-09,Après-midi,Inclusion / Corps étranger,17,6,11,2023,3
